,message_id,actor_id,engagement_type,engagement_parent,text,univ_id,time_published,media_type,geo,index_text,keyN,tweet_counts,user_counts,gpt_label,manual_label,is_gt,label
719,903587,903584,retweet,03320236d30a6b73b05293945a8a110f4bcc391b0d1119d8fb133e05f586956f,RT Taiwan president offers China help to deal with COVID surge #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/XDDSscVd5P,,1672828897,Twitter,,china china covid deal japan manila military offers president rt surge taiwan,12,20,22,neutral,,0,
720,3801228,903584,retweet,03320236d30a6b73b05293945a8a110f4bcc391b0d1119d8fb133e05f586956f,RT Taiwan president offers China help to deal with COVID surge #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/XDDSscVd5P,,1672936223,Twitter,,china china covid deal japan manila military offers president rt surge taiwan,12,20,22,neutral,,0,
721,2156605,903584,retweet,38e2b4a0d7fcd7d2d3a5e01c8e94e7473d84f9e6a022df0a9920b8bc4636ca39,RT China’s warplane incursions into Taiwan air defence zone doubled in 2022 #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/WIwSNeTR1f,,1673814629,Twitter,,air china china defence doubled incursions japan manila military rt taiwan warplane zone,13,20,22,neutral,,0,
722,3644111,903584,retweet,38e2b4a0d7fcd7d2d3a5e01c8e94e7473d84f9e6a022df0a9920b8bc4636ca39,RT China’s warplane incursions into Taiwan air defence zone doubled in 2022 #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/WIwSNeTR1f,,1673831301,Twitter,,air china china defence doubled incursions japan manila military rt taiwan warplane zone,13,20,22,neutral,,0,
723,5834019,903584,retweet,c27a08b9b7969484dabfbd26c57019278e8b8cf3df6820e344cb4b645bfc1e1a,RT U.S.-China-Taiwan tensions aren't going away any time soon #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/se9TmDZ7al,,1673874023,Twitter,,china china japan manila military rt taiwan tensions time,9,20,22,neutral,neutral,1,
724,4672822,903584,retweet,c27a08b9b7969484dabfbd26c57019278e8b8cf3df6820e344cb4b645bfc1e1a,RT U.S.-China-Taiwan tensions aren't going away any time soon #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/se9TmDZ7al,,1674690951,Twitter,,china china japan manila military rt taiwan tensions time,9,20,22,neutral,neutral,1,
725,3978647,903584,retweet,b02657b011c73fa0cc24d09d2bf43e4b3693b69de6caa420509cb810e97bb028,RT China-Taiwan: Concern at repair of Taiwanese military device in China #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/ZQA5WRYQ4m,,1674944678,Twitter,,china china china concern device japan manila military military repair rt taiwan taiwanese,13,20,22,neutral,neutral,1,
726,5526139,903584,retweet,b02657b011c73fa0cc24d09d2bf43e4b3693b69de6caa420509cb810e97bb028,RT China-Taiwan: Concern at repair of Taiwanese military device in China #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/ZQA5WRYQ4m,,1675131196,Twitter,,china china china concern device japan manila military military repair rt taiwan taiwanese,13,20,22,neutral,neutral,1,
727,4347236,903584,retweet,5f3adf3d1c7001c4c4007f1aaf4e0edc64e815fe5176941734ee2d266c2f8036,RT Former NATO boss urges countries to show China consequences if it attacks Taiwan #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/acvuX49BIV,,1675350016,Twitter,,attacks boss china china consequences countries japan manila military nato rt show taiwan urges,14,20,22,neutral,,0,
728,6260433,903584,retweet,5f3adf3d1c7001c4c4007f1aaf4e0edc64e815fe5176941734ee2d266c2f8036,RT Former NATO boss urges countries to show China consequences if it attacks Taiwan #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/acvuX49BIV,,1675621978,Twitter,,attacks boss china china consequences countries japan manila military nato rt show taiwan urges,14,20,22,neutral,,0,
729,6880158,903584,retweet,15ab1aeb8a966b52e159252b613e686ad36056bd7f09f1c8758f680b0eb2fecd,RT Taiwan’s Tsai visits base as China protests US ship passage #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/Yz5pQDnV50,,1676252909,Twitter,,base china china japan manila military passage protests rt ship taiwan tsai visits,13,20,22,neutral,,0,
730,1507832,903584,retweet,15ab1aeb8a966b52e159252b613e686ad36056bd7f09f1c8758f680b0eb2fecd,RT Taiwan’s Tsai visits base as China protests US ship passage #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/Yz5pQDnV50,,1676349294,Twitter,,base china china japan manila military passage protests rt ship taiwan tsai visits,13,20,22,neutral,,0,
731,6177177,903584,retweet,b817b4915fd625c7853d1de93fb35d1634b8a41ff0680cd138fd66fa112ebf3d,RT The U.S. Navy sailed a warship through the Taiwan Strait #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/d0mIPkCjNF,,1676688986,Twitter,,china japan manila military navy rt sailed strait taiwan warship,10,20,22,neutral,,0,
732,4268186,903584,retweet,b817b4915fd625c7853d1de93fb35d1634b8a41ff0680cd138fd66fa112ebf3d,RT The U.S. Navy sailed a warship through the Taiwan Strait #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/d0mIPkCjNF,,1677225095,Twitter,,china japan manila military navy rt sailed strait taiwan warship,10,20,22,neutral,,0,
733,1268944,903584,retweet,9f999c0a926ffd72f40e1c469eb4063a7b200d7623a87abbee8654e6aa5a5a11,"RT Chinese invasion of Taiwan would fail at a huge cost to US, Chinese and Taiwanese militaries #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/rIF7JjqWtf",,1677466839,Twitter,,china chinese chinese cost fail huge invasion japan manila militaries military rt taiwan taiwanese,14,20,22,supportive,neutral,1,
734,3284716,903584,retweet,9f999c0a926ffd72f40e1c469eb4063a7b200d7623a87abbee8654e6aa5a5a11,"RT Chinese invasion of Taiwan would fail at a huge cost to US, Chinese and Taiwanese militaries #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/rIF7JjqWtf",,1677748179,Twitter,,china chinese chinese cost fail huge invasion japan manila militaries military rt taiwan taiwanese,14,20,22,supportive,neutral,1,
735,4258809,903584,retweet,b94bf30c272455b45a8b361aa27c05a16f2a230dce5b365d8268520f41998833,"RT German, Lithuanian lawmakers show support in Taiwan visit #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/inyAl8tgGI",,1677985234,Twitter,,china german japan lawmakers lithuanian manila military rt show support taiwan visit,12,20,22,neutral,,0,
736,5360886,903584,retweet,b94bf30c272455b45a8b361aa27c05a16f2a230dce5b365d8268520f41998833,"RT German, Lithuanian lawmakers show support in Taiwan visit #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/inyAl8tgGI",,1677998259,Twitter,,china german japan lawmakers lithuanian manila military rt show support taiwan visit,12,20,22,neutral,,0,
737,2454766,903584,retweet,117994871a98f950db4e2e69b4d3c18fdc14e1b0508e4f021982613e9ddbbf03,RT Taiwan ready to assist Ukraine with digital reconstruction #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/A8wDJPdnwu,,1678609345,Twitter,,assist china digital japan manila military ready reconstruction rt taiwan ukraine,11,20,22,neutral,,0,
738,6615517,903584,retweet,117994871a98f950db4e2e69b4d3c18fdc14e1b0508e4f021982613e9ddbbf03,RT Taiwan ready to assist Ukraine with digital reconstruction #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/A8wDJPdnwu,,1678583342,Twitter,,assist china digital japan manila military ready reconstruction rt taiwan ukraine,11,20,22,neutral,,0,
739,4339242,903584,retweet,2c5723c2d31f84fe493f8cb362220a6dddd34760cedf57d091c3d763878e89ec,RT The Real Reasons for Taiwan’s Arms Backlog — and How to Help Fill It #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/GiaC9pKqrI,,1679143891,Twitter,,arms backlog china fill japan manila military real reasons rt taiwan,11,20,22,neutral,neutral,1,
740,6214854,903584,retweet,2c5723c2d31f84fe493f8cb362220a6dddd34760cedf57d091c3d763878e89ec,RT The Real Reasons for Taiwan’s Arms Backlog — and How to Help Fill It #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/GiaC9pKqrI,,1679131387,Twitter,,arms backlog china fill japan manila military real reasons rt taiwan,11,20,22,neutral,neutral,1,
741,1111727,341908,retweet,03320236d30a6b73b05293945a8a110f4bcc391b0d1119d8fb133e05f586956f,RT Taiwan president offers China help to deal with COVID surge #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/XDDSscVd5P,,1672818477,Twitter,,china china covid deal japan manila military offers president rt surge taiwan,12,20,22,neutral,,0,
742,2816509,341908,retweet,03320236d30a6b73b05293945a8a110f4bcc391b0d1119d8fb133e05f586956f,RT Taiwan president offers China help to deal with COVID surge #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/XDDSscVd5P,,1673007600,Twitter,,china china covid deal japan manila military offers president rt surge taiwan,12,20,22,neutral,,0,
743,2188944,341908,retweet,38e2b4a0d7fcd7d2d3a5e01c8e94e7473d84f9e6a022df0a9920b8bc4636ca39,RT China’s warplane incursions into Taiwan air defence zone doubled in 2022 #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/WIwSNeTR1f,,1673059700,Twitter,,air china china defence doubled incursions japan manila military rt taiwan warplane zone,13,20,22,neutral,,0,
744,7120567,341908,retweet,38e2b4a0d7fcd7d2d3a5e01c8e94e7473d84f9e6a022df0a9920b8bc4636ca39,RT China’s warplane incursions into Taiwan air defence zone doubled in 2022 #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/WIwSNeTR1f,,1673543188,Twitter,,air china china defence doubled incursions japan manila military rt taiwan warplane zone,13,20,22,neutral,,0,
745,4252396,341908,retweet,c27a08b9b7969484dabfbd26c57019278e8b8cf3df6820e344cb4b645bfc1e1a,RT U.S.-China-Taiwan tensions aren't going away any time soon #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/se9TmDZ7al,,1673768260,Twitter,,china china japan manila military rt taiwan tensions time,9,20,22,neutral,neutral,1,
746,434955,341908,retweet,c27a08b9b7969484dabfbd26c57019278e8b8cf3df6820e344cb4b645bfc1e1a,RT U.S.-China-Taiwan tensions aren't going away any time soon #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/se9TmDZ7al,,1674850377,Twitter,,china china japan manila military rt taiwan tensions time,9,20,22,neutral,neutral,1,
747,3665670,341908,retweet,b02657b011c73fa0cc24d09d2bf43e4b3693b69de6caa420509cb810e97bb028,RT China-Taiwan: Concern at repair of Taiwanese military device in China #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/ZQA5WRYQ4m,,1675633440,Twitter,,china china china concern device japan manila military military repair rt taiwan taiwanese,13,20,22,neutral,neutral,1,
748,341912,341908,retweet,b02657b011c73fa0cc24d09d2bf43e4b3693b69de6caa420509cb810e97bb028,RT China-Taiwan: Concern at repair of Taiwanese military device in China #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/ZQA5WRYQ4m,,1675747018,Twitter,,china china china concern device japan manila military military repair rt taiwan taiwanese,13,20,22,neutral,neutral,1,
749,1649677,341908,retweet,5f3adf3d1c7001c4c4007f1aaf4e0edc64e815fe5176941734ee2d266c2f8036,RT Former NATO boss urges countries to show China consequences if it attacks Taiwan #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/acvuX49BIV,,1675812664,Twitter,,attacks boss china china consequences countries japan manila military nato rt show taiwan urges,14,20,22,neutral,,0,
750,2461639,341908,retweet,5f3adf3d1c7001c4c4007f1aaf4e0edc64e815fe5176941734ee2d266c2f8036,RT Former NATO boss urges countries to show China consequences if it attacks Taiwan #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/acvuX49BIV,,1675749623,Twitter,,attacks boss china china consequences countries japan manila military nato rt show taiwan urges,14,20,22,neutral,,0,
751,4553743,341908,retweet,15ab1aeb8a966b52e159252b613e686ad36056bd7f09f1c8758f680b0eb2fecd,RT Taiwan’s Tsai visits base as China protests US ship passage #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/Yz5pQDnV50,,1676446721,Twitter,,base china china japan manila military passage protests rt ship taiwan tsai visits,13,20,22,neutral,,0,
752,2992981,341908,retweet,15ab1aeb8a966b52e159252b613e686ad36056bd7f09f1c8758f680b0eb2fecd,RT Taiwan’s Tsai visits base as China protests US ship passage #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/Yz5pQDnV50,,1676600416,Twitter,,base china china japan manila military passage protests rt ship taiwan tsai visits,13,20,22,neutral,,0,
